Prefix;Country;;Rate;Increment;Min Time;Connection fee
6283;Indonesia;MOB;0,6638;30;0;0,0661
6285;Indonesia;MOB;0,6638;30;0;0,0661
6286;Indonesia;MOB;0,6638;30;0;0,0661
6288;Indonesia;MOB;0,6638;30;0;0,0661
870;Inmarsat;MOB;21,8404;30;0;0,0661
8701;Inmarsat;MOB;21,8404;30;0;0,0661
8703;Inmarsat;MOB;21,8404;30;0;0,0661
87030;Inmarsat;MOB;12,5967;30;0;0,0661
87031;Inmarsat;MOB;12,5967;30;0;0,0661
87032;Inmarsat;MOB;12,5967;30;0;0,0661
87033;Inmarsat;MOB;12,5967;30;0;0,0661
87034;Inmarsat;MOB;12,5967;30;0;0,0661
87035;Inmarsat;MOB;12,5967;30;0;0,0661
87036;Inmarsat;MOB;12,5967;30;0;0,0661
87037;Inmarsat;MOB;12,5967;30;0;0,0661
87038;Inmarsat;MOB;12,5967;30;0;0,0661
87039;Inmarsat;MOB;21,8404;30;0;0,0661
8705;Inmarsat;MOB;21,8404;30;0;0,0661
8706;Inmarsat;MOB;21,8404;30;0;0,0661
87060;Inmarsat;MOB;21,8404;30;0;0,0661
8707;Inmarsat;MOB;21,8404;30;0;0,0661
87076;Inmarsat;MOB;10,916;30;0;0,0661
87077;Inmarsat;MOB;21,8404;30;0;0,0661
87078;Inmarsat;MOB;21,8404;30;0;0,0661
8708;Inmarsat;MOB;21,8404;30;0;0,0661
871;Inmarsat;MOB;21,8404;30;0;0,0661
8711;Inmarsat;MOB;21,8404;30;0;0,0661
8713;Inmarsat;MOB;21,8404;30;0;0,0661
87130;Inmarsat;MOB;12,5967;30;0;0,0661
87131;Inmarsat;MOB;12,5967;30;0;0,0661
87132;Inmarsat;MOB;12,5967;30;0;0,0661
87133;Inmarsat;MOB;12,5967;30;0;0,0661
87134;Inmarsat;MOB;12,5967;30;0;0,0661
87135;Inmarsat;MOB;12,5967;30;0;0,0661
87136;Inmarsat;MOB;12,5967;30;0;0,0661
87137;Inmarsat;MOB;12,5967;30;0;0,0661
87138;Inmarsat;MOB;12,5967;30;0;0,0661
87139;Inmarsat;MOB;21,8404;30;0;0,0661
8715;Inmarsat;MOB;21,8404;30;0;0,0661
8716;Inmarsat;MOB;21,8404;30;0;0,0661
87160;Inmarsat;MOB;21,8404;30;0;0,0661
8717;Inmarsat;MOB;21,8404;30;0;0,0661
87176;Inmarsat;MOB;10,916;30;0;0,0661
8718;Inmarsat;FIX;21,8404;30;0;0,0661
872;Inmarsat;MOB;21,8404;30;0;0,0661
8721;Inmarsat;MOB;21,8404;30;0;0,0661
8723;Inmarsat;MOB;21,8404;30;0;0,0661
87230;Inmarsat;MOB;12,5967;30;0;0,0661
87231;Inmarsat;MOB;12,5967;30;0;0,0661
87232;Inmarsat;MOB;12,5967;30;0;0,0661
87233;Inmarsat;MOB;12,5967;30;0;0,0661
87234;Inmarsat;MOB;12,5967;30;0;0,0661
87235;Inmarsat;MOB;12,5967;30;0;0,0661
87236;Inmarsat;MOB;12,5967;30;0;0,0661
87237;Inmarsat;MOB;12,5967;30;0;0,0661
87238;Inmarsat;MOB;12,5967;30;0;0,0661
87239;Inmarsat;MOB;21,8404;30;0;0,0661
8725;Inmarsat;MOB;21,8404;30;0;0,0661
8726;Inmarsat;MOB;21,8404;30;0;0,0661
87260;Inmarsat;MOB;21,8404;30;0;0,0661
87269;Inmarsat;MOB;21,8404;30;0;0,0661
8727;Inmarsat;MOB;21,8404;30;0;0,0661
87276;Inmarsat;MOB;10,916;30;0;0,0661
8728;Inmarsat;MOB;21,8404;30;0;0,0661
873;Inmarsat;MOB;21,8404;30;0;0,0661
8731;Inmarsat;MOB;21,8404;30;0;0,0661
8733;Inmarsat;MOB;21,8404;30;0;0,0661
87330;Inmarsat;MOB;12,5967;30;0;0,0661
87331;Inmarsat;MOB;12,5967;30;0;0,0661
87332;Inmarsat;MOB;12,5967;30;0;0,0661
87333;Inmarsat;MOB;12,5967;30;0;0,0661
87334;Inmarsat;MOB;12,5967;30;0;0,0661
87335;Inmarsat;MOB;12,5967;30;0;0,0661
87336;Inmarsat;MOB;12,5967;30;0;0,0661
87337;Inmarsat;MOB;12,5967;30;0;0,0661
87338;Inmarsat;MOB;12,5967;30;0;0,0661
87339;Inmarsat;MOB;21,8404;30;0;0,0661
8735;Inmarsat;MOB;21,8404;30;0;0,0661
8736;Inmarsat;MOB;21,8404;30;0;0,0661
87360;Inmarsat;MOB;21,8404;30;0;0,0661
87361;Inmarsat;MOB;21,8404;30;0;0,0661
87362;Inmarsat;MOB;21,8404;30;0;0,0661
87363;Inmarsat;MOB;21,8404;30;0;0,0661
87364;Inmarsat;MOB;21,8404;30;0;0,0661
87365;Inmarsat;MOB;21,8404;30;0;0,0661
87366;Inmarsat;MOB;21,8404;30;0;0,0661
87367;Inmarsat;MOB;10,916;30;0;0,0661
87368;Inmarsat;MOB;21,8404;30;0;0,0661
87369;Inmarsat;MOB;21,8404;30;0;0,0661
8737;Inmarsat;MOB;21,8404;30;0;0,0661
87376;Inmarsat;MOB;21,8404;30;0;0,0661
8738;Inmarsat;MOB;21,8404;30;0;0,0661
874;Inmarsat;MOB;21,8404;30;0;0,0661
8741;Inmarsat;MOB;21,8404;30;0;0,0661
8743;Inmarsat;MOB;21,8404;30;0;0,0661
87430;Inmarsat;MOB;12,5967;30;0;0,0661
87431;Inmarsat;MOB;12,5967;30;0;0,0661
87432;Inmarsat;MOB;12,5967;30;0;0,0661
87433;Inmarsat;MOB;12,5967;30;0;0,0661
87434;Inmarsat;MOB;12,5967;30;0;0,0661
87435;Inmarsat;MOB;12,5967;30;0;0,0661
87436;Inmarsat;MOB;12,5967;30;0;0,0661
87437;Inmarsat;MOB;12,5967;30;0;0,0661
87438;Inmarsat;MOB;12,5967;30;0;0,0661
87439;Inmarsat;MOB;21,8404;30;0;0,0661
8745;Inmarsat;MOB;21,8404;30;0;0,0661
8746;Inmarsat;MOB;21,8404;30;0;0,0661
87460;Inmarsat;MOB;21,8404;30;0;0,0661
87461;Inmarsat;MOB;21,8404;30;0;0,0661
87462;Inmarsat;MOB;21,8404;30;0;0,0661
87463;Inmarsat;MOB;21,8404;30;0;0,0661
87464;Inmarsat;MOB;21,8404;30;0;0,0661
87465;Inmarsat;MOB;21,8404;30;0;0,0661
87466;Inmarsat;MOB;21,8404;30;0;0,0661
87467;Inmarsat;FIX;21,8404;30;0;0,0661
87468;Inmarsat;MOB;21,8404;30;0;0,0661
87469;Inmarsat;MOB;21,8404;30;0;0,0661
8747;Inmarsat;MOB;21,8404;30;0;0,0661
87476;Inmarsat;MOB;10,916;30;0;0,0661
8748;Inmarsat;MOB;21,8404;30;0;0,0661
98;Iran;FIX;0,916;30;0;0,0661
9821;Iran;FIX;0,916;30;0;0,0661
989;Iran;MOB;0,916;30;0;0,0661
98911;Iran;MOB;0,916;30;0;0,0661
98912;Iran;MOB;0,916;30;0;0,0661
98913;Iran;MOB;0,916;30;0;0,0661
98914;Iran;MOB;0,916;30;0;0,0661
98915;Iran;MOB;0,916;30;0;0,0661
98916;Iran;MOB;0,916;30;0;0,0661
98917;Iran;MOB;0,916;30;0;0,0661
98918;Iran;MOB;0,916;30;0;0,0661
98931;Iran;MOB;0,916;30;0;0,0661
98932;Iran;MOB;0,916;30;0;0,0661
98934;Iran;MOB;0,916;30;0;0,0661
964;Iraq;FIX;1,8488;30;0;0,0661
9641;Iraq;FIX;1,8488;30;0;0,0661
96470;Iraq;MOB;1,8488;30;0;0,0661
96471;Iraq;MOB;1,8488;30;0;0,0661
96472;Iraq;MOB;1,8488;30;0;0,0661
96473;Iraq;MOB;1,8488;30;0;0,0661
96474;Iraq;MOB;1,8488;30;0;0,0661
96475;Iraq;MOB;1,8488;30;0;0,0661
96476;Iraq;MOB;1,8488;30;0;0,0661
96477;Iraq;MOB;1,8488;30;0;0,0661
96478;Iraq;MOB;1,8488;30;0;0,0661
96479;Iraq;MOB;1,8488;30;0;0,0661
353;Ireland;FIX;0,1345;30;0;0,0661
3531;Ireland;FIX;0,1345;30;0;0,0661
353121;Ireland;MOB;0,7227;30;0;0,0661
3531520;Ireland;NGN;0,7227;30;0;0,0661
3531530;Ireland;NGN;0,7227;30;0;0,0661
3531540;Ireland;NGN;0,7227;30;0;0,0661
3531550;Ireland;NGN;0,7227;30;0;0,0661
3531560;Ireland;NGN;0,7227;30;0;0,0661
3531570;Ireland;NGN;0,7227;30;0;0,0661
3531580;Ireland;NGN;0,7227;30;0;0,0661
3531590;Ireland;NGN;0,7227;30;0;0,0661
353171;Ireland;MOB;0,7227;30;0;0,0661
3538;Ireland;MOB;0,7227;30;0;0,0661
35382;Ireland;MOB;0,7227;30;0;0,0661
35383;Ireland;MOB;0,7227;30;0;0,0661
35384;Ireland;MOB;0,7227;30;0;0,0661
35385;Ireland;MOB;0,7227;30;0;0,0661
35386;Ireland;MOB;0,7227;30;0;0,0661
35387;Ireland;MOB;0,7227;30;0;0,0661
35388;Ireland;MOB;0,7227;30;0;0,0661
35389;Ireland;MOB;0,7227;30;0;0,0661
35818;Ireland;MOB;0,7227;30;0;0,0661
881;Iridium;MOB;10,0757;30;0;0,0661
8816;Iridium;MOB;10,0757;30;0;0,0661
8817;Iridium;MOB;10,0757;30;0;0,0661
972;Israel;FIX;0,1345;30;0;0,0661
9721;Israel;NGN;0,1345;30;0;0,0661
9722;Israel;FIX;0,1345;30;0;0,0661
97222;Israel;FIX;0,1345;30;0;0,0661
9723;Israel;FIX;0,1345;30;0;0,0661
97232;Israel;FIX;0,1345;30;0;0,0661
97242;Israel;FIX;0,1345;30;0;0,0661
9725;Israel;MOB;0,7227;30;0;0,0661
97250;Israel;MOB;0,7227;30;0;0,0661
97251;Israel;MOB;0,7227;30;0;0,0661
97252;Israel;MOB;0,7227;30;0;0,0661
97253;Israel;MOB;0,7227;30;0;0,0661
97254;Israel;MOB;0,7227;30;0;0,0661
97255;Israel;MOB;0,7227;30;0;0,0661
97256;Israel;MOB;0,7227;30;0;0,0661
97257;Israel;MOB;0,7227;30;0;0,0661
97258;Israel;MOB;0,7227;30;0;0,0661
97259;Israel;MOB;0,7227;30;0;0,0661
9726;Israel;MOB;0,7227;30;0;0,0661
97264;Israel;MOB;0,7227;30;0;0,0661
97265;Israel;MOB;0,7227;30;0;0,0661
97266;Israel;MOB;0,7227;30;0;0,0661
97267;Israel;MOB;0,7227;30;0;0,0661
97268;Israel;MOB;0,7227;30;0;0,0661
97269;Israel;MOB;0,7227;30;0;0,0661
97282;Israel;FIX;0,1345;30;0;0,0661
97292;Israel;FIX;0,1345;30;0;0,0661
30389;Italy;MOB;0,7227;30;0;0,0661
39;Italy;FIX;0,1345;30;0;0,0661
3902;Italy;FIX;0,1345;30;0;0,0661
3903;Italy;MOB;0,7227;30;0;0,0661
3906;Italy;FIX;0,1345;30;0;0,0661
391;Italy;NGN;0,1345;30;0;0,0661
39168;Italy;MOB;0,7227;30;0;0,0661
393;Italy;MOB;0,7227;30;0;0,0661
39310;Italy;MOB;0,7227;30;0;0,0661
39313;Italy;MOB;0,7227;30;0;0,0661
3932;Italy;MOB;0,7227;30;0;0,0661
39320;Italy;MOB;0,7227;30;0;0,0661
39322;Italy;MOB;0,7227;30;0;0,0661
39323;Italy;MOB;0,7227;30;0;0,0661
39327;Italy;MOB;0,7227;30;0;0,0661
39328;Italy;MOB;0,7227;30;0;0,0661
39329;Italy;MOB;0,7227;30;0;0,0661
39330;Italy;MOB;0,7227;30;0;0,0661
39331;Italy;MOB;0,7227;30;0;0,0661
39333;Italy;MOB;0,7227;30;0;0,0661
39334;Italy;MOB;0,7227;30;0;0,0661
39335;Italy;MOB;0,7227;30;0;0,0661
39336;Italy;MOB;0,7227;30;0;0,0661
39337;Italy;MOB;0,7227;30;0;0,0661
39338;Italy;MOB;0,7227;30;0;0,0661
39339;Italy;MOB;0,7227;30;0;0,0661
39340;Italy;MOB;0,7227;30;0;0,0661
39341;Italy;MOB;0,7227;30;0;0,0661
39343;Italy;MOB;0,7227;30;0;0,0661
39346;Italy;MOB;0,7227;30;0;0,0661
39347;Italy;MOB;0,7227;30;0;0,0661
39348;Italy;MOB;0,7227;30;0;0,0661
39349;Italy;MOB;0,7227;30;0;0,0661
39360;Italy;MOB;0,7227;30;0;0,0661
39361;Italy;MOB;0,7227;30;0;0,0661
39362;Italy;MOB;0,7227;30;0;0,0661
39363;Italy;MOB;0,7227;30;0;0,0661
39366;Italy;MOB;0,7227;30;0;0,0661
39367;Italy;MOB;0,7227;30;0;0,0661
39368;Italy;MOB;0,7227;30;0;0,0661
3937;Italy;MOB;0,7227;30;0;0,0661
39370;Italy;MOB;0,7227;30;0;0,0661
39377;Italy;MOB;0,7227;30;0;0,0661
3938;Italy;MOB;0,7227;30;0;0,0661
39380;Italy;MOB;0,7227;30;0;0,0661
39383;Italy;MOB;0,7227;30;0;0,0661
39387;Italy;MOB;0,7227;30;0;0,0661
39388;Italy;MOB;0,7227;30;0;0,0661
39389;Italy;MOB;0,7227;30;0;0,0661
39390;Italy;MOB;0,7227;30;0;0,0661
39391;Italy;MOB;0,7227;30;0;0,0661
39392;Italy;MOB;0,7227;30;0;0,0661
39393;Italy;MOB;0,7227;30;0;0,0661
39397;Italy;MOB;0,7227;30;0;0,0661
39563;Italy;MOB;0,7227;30;0;0,0661
39881;Italy;MOB;0,7227;30;0;0,0661
225;Ivory Cost;FIX;1,8488;30;0;0,0661
2250;Ivory Cost;MOB;1,8488;30;0;0,0661
22503;Ivory Cost;MOB;1,8488;30;0;0,0661
22505;Ivory Cost;MOB;1,8488;30;0;0,0661
22506;Ivory Cost;MOB;1,8488;30;0;0,0661
22507;Ivory Cost;MOB;1,8488;30;0;0,0661
22508;Ivory Cost;MOB;1,8488;30;0;0,0661
2252;Ivory Cost;FIX;1,8488;30;0;0,0661
22520;Ivory Cost;FIX;1,8488;30;0;0,0661
22521;Ivory Cost;FIX;1,8488;30;0;0,0661
22522;Ivory Cost;FIX;1,8488;30;0;0,0661
22523;Ivory Cost;FIX;1,8488;30;0;0,0661
22524;Ivory Cost;FIX;1,8488;30;0;0,0661
2253;Ivory Cost;MOB;1,8488;30;0;0,0661
2255;Ivory Cost;MOB;1,8488;30;0;0,0661
2257;Ivory Cost;MOB;1,8488;30;0;0,0661
2258;Ivory Cost;MOB;1,8488;30;0;0,0661
2259;Ivory Cost;MOB;1,8488;30;0;0,0661
22590407;Ivory Cost;MOB;1,8488;30;0;0,0661
18760;Jamaica;FIX;0,916;30;0;0,0661
18761;Jamaica;FIX;0,916;30;0;0,0661
18762;Jamaica;FIX;0,916;30;0;0,0661
1876210;Jamaica;MOB;0,916;30;0;0,0661
18763;Jamaica;FIX;0,916;30;0;0,0661
187630;Jamaica;MOB;0,916;30;0;0,0661
187631;Jamaica;MOB;0,916;30;0;0,0661
187632;Jamaica;MOB;0,916;30;0;0,0661
187633;Jamaica;MOB;0,916;30;0;0,0661
187634;Jamaica;MOB;0,916;30;0;0,0661
187635;Jamaica;MOB;0,916;30;0;0,0661
187636;Jamaica;MOB;0,916;30;0;0,0661
187637;Jamaica;MOB;0,916;30;0;0,0661
187638;Jamaica;MOB;0,916;30;0;0,0661
187639;Jamaica;MOB;0,916;30;0;0,0661
18764;Jamaica;FIX;0,916;30;0;0,0661
187640;Jamaica;MOB;0,916;30;0;0,0661
187641;Jamaica;MOB;0,916;30;0;0,0661
187642;Jamaica;MOB;0,916;30;0;0,0661
187643;Jamaica;MOB;0,916;30;0;0,0661
187644;Jamaica;MOB;0,916;30;0;0,0661
187645;Jamaica;MOB;0,916;30;0;0,0661
187646;Jamaica;MOB;0,916;30;0;0,0661
187647;Jamaica;MOB;0,916;30;0;0,0661
187648;Jamaica;MOB;0,916;30;0;0,0661
187649;Jamaica;MOB;0,916;30;0;0,0661
18765;Jamaica;FIX;0,916;30;0;0,0661
187653;Jamaica;MOB;0,916;30;0;0,0661
187654;Jamaica;MOB;0,916;30;0;0,0661
187657;Jamaica;MOB;0,916;30;0;0,0661
18766;Jamaica;FIX;0,916;30;0;0,0661
1876621;Jamaica;MOB;0,916;30;0;0,0661
18767;Jamaica;FIX;0,916;30;0;0,0661
1876700;Jamaica;MOB;0,916;30;0;0,0661
1876707;Jamaica;MOB;0,916;30;0;0,0661
187677;Jamaica;MOB;0,916;30;0;0,0661
187678;Jamaica;MOB;0,916;30;0;0,0661
187679;Jamaica;MOB;0,916;30;0;0,0661
18768;Jamaica;FIX;0,916;30;0;0,0661
187680;Jamaica;MOB;0,916;30;0;0,0661
1876804;Jamaica;MOB;0,916;30;0;0,0661
1876805;Jamaica;MOB;0,916;30;0;0,0661
1876806;Jamaica;MOB;0,916;30;0;0,0661
1876807;Jamaica;MOB;0,916;30;0;0,0661
1876808;Jamaica;MOB;0,916;30;0;0,0661
1876809;Jamaica;MOB;0,916;30;0;0,0661
187681;Jamaica;MOB;0,916;30;0;0,0661
1876810;Jamaica;MOB;0,916;30;0;0,0661
1876812;Jamaica;MOB;0,916;30;0;0,0661
1876813;Jamaica;MOB;0,916;30;0;0,0661
1876814;Jamaica;MOB;0,916;30;0;0,0661
1876815;Jamaica;MOB;0,916;30;0;0,0661
1876816;Jamaica;MOB;0,916;30;0;0,0661
1876817;Jamaica;MOB;0,916;30;0;0,0661
1876818;Jamaica;MOB;0,916;30;0;0,0661
1876819;Jamaica;MOB;0,916;30;0;0,0661
187682;Jamaica;MOB;0,916;30;0;0,0661
187683;Jamaica;MOB;0,916;30;0;0,0661
187684;Jamaica;MOB;0,916;30;0;0,0661
187685;Jamaica;MOB;0,916;30;0;0,0661
187686;Jamaica;MOB;0,916;30;0;0,0661
187687;Jamaica;MOB;0,916;30;0;0,0661
187688;Jamaica;MOB;0,916;30;0;0,0661
187689;Jamaica;MOB;0,916;30;0;0,0661
18769;Jamaica;FIX;0,916;30;0;0,0661
1876909;Jamaica;MOB;0,916;30;0;0,0661
1876919;Jamaica;MOB;0,916;30;0;0,0661
1876990;Jamaica;MOB;0,916;30;0;0,0661
1876995;Jamaica;MOB;0,916;30;0;0,0661
1876997;Jamaica;MOB;0,916;30;0;0,0661
1876999;Jamaica;MOB;0,916;30;0;0,0661
81;Japan;FIX;0,1345;30;0;0,0661
8120;Japan;MOB;0,7227;30;0;0,0661
813;Japan;FIX;0,1345;30;0;0,0661
813117;Japan;FIX;0,1345;30;0;0,0661
8150;Japan;MOB;0,7227;30;0;0,0661
8152;Japan;FIX;0,1345;30;0;0,0661
816;Japan;FIX;0,1345;30;0;0,0661
8160;Japan;MOB;0,7227;30;0;0,0661
816117;Japan;FIX;0,1345;30;0;0,0661
8170;Japan;MOB;0,7227;30;0;0,0661
8180;Japan;MOB;0,7227;30;0;0,0661
8190;Japan;MOB;0,7227;30;0;0,0661
8198;Japan;FIX;0,1345;30;0;0,0661
962;Jordan;FIX;0,916;30;0;0,0661
9626;Jordan;FIX;0,916;30;0;0,0661
9627;Jordan;MOB;0,916;30;0;0,0661
96274;Jordan;MOB;0,916;30;0;0,0661
96277;Jordan;MOB;0,916;30;0;0,0661
96278;Jordan;MOB;0,916;30;0;0,0661
96279;Jordan;MOB;0,916;30;0;0,0661
730;Kazakhstan;FIX;0,6638;30;0;0,0661
7300;Kazakhstan;MOB;0,6638;30;0;0,0661
731;Kazakhstan;FIX;0,6638;30;0;0,0661
7310;Kazakhstan;FIX;0,6638;30;0;0,0661
7311;Kazakhstan;FIX;0,6638;30;0;0,0661
7312;Kazakhstan;FIX;0,6638;30;0;0,0661
731290;Kazakhstan;MOB;0,6638;30;0;0,0661
731291;Kazakhstan;MOB;0,6638;30;0;0,0661
731297;Kazakhstan;MOB;0,6638;30;0;0,0661
7313;Kazakhstan;FIX;0,6638;30;0;0,0661
731390;Kazakhstan;MOB;0,6638;30;0;0,0661
731391;Kazakhstan;MOB;0,6638;30;0;0,0661
731397;Kazakhstan;MOB;0,6638;30;0;0,0661
7314;Kazakhstan;FIX;0,6638;30;0;0,0661
731490;Kazakhstan;MOB;0,6638;30;0;0,0661
731491;Kazakhstan;MOB;0,6638;30;0;0,0661
731497;Kazakhstan;MOB;0,6638;30;0;0,0661
7315;Kazakhstan;FIX;0,6638;30;0;0,0661
731590;Kazakhstan;MOB;0,6638;30;0;0,0661
731591;Kazakhstan;MOB;0,6638;30;0;0,0661
731597;Kazakhstan;MOB;0,6638;30;0;0,0661
7316;Kazakhstan;FIX;0,6638;30;0;0,0661
7317;Kazakhstan;FIX;0,6638;30;0;0,0661
731790;Kazakhstan;MOB;0,6638;30;0;0,0661
731791;Kazakhstan;MOB;0,6638;30;0;0,0661
731797;Kazakhstan;MOB;0,6638;30;0;0,0661
7318;Kazakhstan;FIX;0,6638;30;0;0,0661
731890;Kazakhstan;MOB;0,6638;30;0;0,0661
731891;Kazakhstan;MOB;0,6638;30;0;0,0661
731897;Kazakhstan;MOB;0,6638;30;0;0,0661
732;Kazakhstan;FIX;0,6638;30;0;0,0661
7321;Kazakhstan;FIX;0,6638;30;0;0,0661
732190;Kazakhstan;MOB;0,6638;30;0;0,0661
732191;Kazakhstan;MOB;0,6638;30;0;0,0661
732197;Kazakhstan;MOB;0,6638;30;0;0,0661
7322;Kazakhstan;FIX;0,6638;30;0;0,0661
7323;Kazakhstan;FIX;0,6638;30;0;0,0661
732390;Kazakhstan;MOB;0,6638;30;0;0,0661
732391;Kazakhstan;MOB;0,6638;30;0;0,0661
732397;Kazakhstan;MOB;0,6638;30;0;0,0661
7324;Kazakhstan;FIX;0,6638;30;0;0,0661
732490;Kazakhstan;MOB;0,6638;30;0;0,0661
7325;Kazakhstan;FIX;0,6638;30;0;0,0661
732590;Kazakhstan;MOB;0,6638;30;0;0,0661
732591;Kazakhstan;MOB;0,6638;30;0;0,0661
732597;Kazakhstan;MOB;0,6638;30;0;0,0661
7326;Kazakhstan;FIX;0,6638;30;0;0,0661
732690;Kazakhstan;MOB;0,6638;30;0;0,0661
732691;Kazakhstan;MOB;0,6638;30;0;0,0661
732697;Kazakhstan;MOB;0,6638;30;0;0,0661
7327;Kazakhstan;FIX;0,6638;30;0;0,0661
73272;Kazakhstan;FIX;0,6638;30;0;0,0661
732758;Kazakhstan;MOB;0,6638;30;0;0,0661
732790;Kazakhstan;MOB;0,6638;30;0;0,0661
732791;Kazakhstan;MOB;0,6638;30;0;0,0661
732797;Kazakhstan;MOB;0,6638;30;0;0,0661
732799;Kazakhstan;MOB;0,6638;30;0;0,0661
7328;Kazakhstan;FIX;0,6638;30;0;0,0661
7329;Kazakhstan;FIX;0,6638;30;0;0,0661
733;Kazakhstan;FIX;0,6638;30;0;0,0661
7330;Kazakhstan;MOB;0,6638;30;0;0,0661
7331;Kazakhstan;FIX;0,6638;30;0;0,0661
7332;Kazakhstan;FIX;0,6638;30;0;0,0661
7333;Kazakhstan;MOB;0,6638;30;0;0,0661
7334;Kazakhstan;FIX;0,6638;30;0;0,0661
7335;Kazakhstan;FIX;0,6638;30;0;0,0661
7336;Kazakhstan;MOB;0,6638;30;0;0,0661
7337;Kazakhstan;FIX;0,6638;30;0;0,0661
7338;Kazakhstan;FIX;0,6638;30;0;0,0661
7339;Kazakhstan;FIX;0,6638;30;0;0,0661
7570;Kazakhstan;MOB;0,6638;30;0;0,0661
7571;Kazakhstan;MOB;0,6638;30;0;0,0661
7573;Kazakhstan;MOB;0,6638;30;0;0,0661
7574;Kazakhstan;MOB;0,6638;30;0;0,0661
7676;Kazakhstan;MOB;0,6638;30;0;0,0661
7700;Kazakhstan;MOB;0,6638;30;0;0,0661
7701;Kazakhstan;MOB;0,6638;30;0;0,0661
7702;Kazakhstan;MOB;0,6638;30;0;0,0661
7705;Kazakhstan;MOB;0,6638;30;0;0,0661
7707;Kazakhstan;MOB;0,6638;30;0;0,0661
7771;Kazakhstan;MOB;0,6638;30;0;0,0661
7772;Kazakhstan;MOB;0,6638;30;0;0,0661
7777;Kazakhstan;MOB;0,6638;30;0;0,0661
254;Kenya;FIX;1,8488;30;0;0,0661
25420;Kenya;FIX;1,8488;30;0;0,0661
25441;Kenya;FIX;1,8488;30;0;0,0661
2547;Kenya;MOB;1,8488;30;0;0,0661
25472;Kenya;MOB;1,8488;30;0;0,0661
25473;Kenya;MOB;1,8488;30;0;0,0661
686;Kiribati;FIX;1,8488;30;0;0,0661
68630;Kiribati;MOB;1,8488;30;0;0,0661
850;Korea, Democratic People's Republic Of;FIX;4,2017;30;0;0,0661
82;Korea, Republic of;FIX;0,6723;30;0;0,0661
821;Korea, Republic of;MOB;0,6723;30;0;0,0661
8210;Korea, Republic of;MOB;0,6723;30;0;0,0661
8211;Korea, Republic of;MOB;0,6723;30;0;0,0661
8212;Korea, Republic of;MOB;0,6723;30;0;0,0661
8213;Korea, Republic of;MOB;0,6723;30;0;0,0661
8214;Korea, Republic of;MOB;0,6723;30;0;0,0661
8215;Korea, Republic of;MOB;0,6723;30;0;0,0661
8216;Korea, Republic of;MOB;0,6723;30;0;0,0661
8217;Korea, Republic of;MOB;0,6723;30;0;0,0661
8218;Korea, Republic of;MOB;0,6723;30;0;0,0661
8219;Korea, Republic of;MOB;0,6723;30;0;0,0661
822;Korea, Republic of;FIX;0,6723;30;0;0,0661
8220;Korea, Republic of;FIX;0,6723;30;0;0,0661
8221;Korea, Republic of;FIX;0,6723;30;0;0,0661
8222;Korea, Republic of;FIX;0,6723;30;0;0,0661
8223;Korea, Republic of;FIX;0,6723;30;0;0,0661
8224;Korea, Republic of;FIX;0,6723;30;0;0,0661
8225;Korea, Republic of;FIX;0,6723;30;0;0,0661
8226;Korea, Republic of;FIX;0,6723;30;0;0,0661
8228;Korea, Republic of;FIX;0,6723;30;0;0,0661
8229;Korea, Republic of;FIX;0,6723;30;0;0,0661
965;Kuwait;FIX;0,916;30;0;0,0661
9656;Kuwait;MOB;0,916;30;0;0,0661
9657;Kuwait;MOB;0,916;30;0;0,0661
9658;Kuwait;MOB;0,916;30;0;0,0661
9659;Kuwait;MOB;0,916;30;0;0,0661
996;Kyrgyzstan;FIX;0,6638;30;0;0,0661
9963;Kyrgyzstan;FIX;0,6638;30;0;0,0661
996312;Kyrgyzstan;FIX;0,6638;30;0;0,0661
99631258;Kyrgyzstan;MOB;0,6638;30;0;0,0661
9963127;Kyrgyzstan;MOB;0,6638;30;0;0,0661
99631295;Kyrgyzstan;MOB;0,6638;30;0;0,0661
99631296;Kyrgyzstan;MOB;0,6638;30;0;0,0661
99631297;Kyrgyzstan;MOB;0,6638;30;0;0,0661
99631298;Kyrgyzstan;MOB;0,6638;30;0;0,0661
9965;Kyrgyzstan;MOB;0,6638;30;0;0,0661
996502;Kyrgyzstan;MOB;0,6638;30;0;0,0661
996517;Kyrgyzstan;MOB;0,6638;30;0;0,0661
996543;Kyrgyzstan;MOB;0,6638;30;0;0,0661
9965439;Kyrgyzstan;MOB;0,6638;30;0;0,0661
856;Laos;FIX;1,8488;30;0;0,0661
85620;Laos;MOB;1,8488;30;0;0,0661
371;Latvia;FIX;0,04202;30;0;0,0661
3712;Latvia;MOB;0,7059;30;0;0,0661
371200;Latvia;MOB;0,7059;30;0;0,0661
371201;Latvia;MOB;0,7059;30;0;0,0661
3712010;Latvia;MOB;0,7059;30;0;0,0661
371202;Latvia;MOB;0,7059;30;0;0,0661
371203;Latvia;MOB;0,7059;30;0;0,0661
371204;Latvia;MOB;0,7059;30;0;0,0661
371205;Latvia;MOB;0,7059;30;0;0,0661
371206;Latvia;MOB;0,7059;30;0;0,0661
371207;Latvia;MOB;0,7059;30;0;0,0661
371208;Latvia;MOB;0,7059;30;0;0,0661
371209;Latvia;MOB;0,7059;30;0;0,0661
37121;Latvia;MOB;0,7059;30;0;0,0661
371220;Latvia;MOB;0,7059;30;0;0,0661
